"Tweet" "Country" "Words" "AFScore" "BingScore" "NumWords" "AFINNcats"
"5033" "@BruceInMich @EricDJuly In most cases, yes. But some older high risk people have still passed away from Covid while fully vaccinated." "AUS" "risk_yes" 0 "negative" 2 "0"
"5039" "Russia's daily COVID-19 death toll at record high as vaccination programme stalls https://t.co/hrm0e1trze https://t.co/KUMcQH2YNa" "AUS" "death" -2 "negative" 1 "(-3;-1]"
"5041" "@Joey1800callme @Jason8V92TA Im so happy not talking about covid and vaccine, it's starting to get boring now" "AUS" "boring_happy" 0 "neutral" 2 "0"
"5045" "@AussieVal10 So she didn't die from Covid....." "AUS" "die" -3 "negative" 1 "[-5;-3]"
"5047" "COVID-19 testing can be hard to come by in Northeast Ohio - News 5 Cleveland https://t.co/T4o1t1Upyr" "AUS" "hard" -1 "negative" 1 "(-3;-1]"
"5048" "Please wear your masks correctly. It can significantly reduce your exposure to COVID-19 in the community. https://t.co/foEWAYW5Y0" "AUS" "please" 1 "positive" 1 "[1;3)"
"5050" "@kingsGambit6 And was it the underlying conditions that resulted in her sad death? 
Her tragic death is listed as a covid death. 
Honestly" "AUS" "death_sad_tragic" -2 "negative" 3 "(-3;-1]"
"5052" "Without global vaccination, all COVID immunity is at risk https://t.co/DQngSQ6WPv 
Seth Berkley @gavi on #COVID19 #access2meds #vaccinequity" "AUS" "risk" -2 "negative" 1 "(-3;-1]"
"5082" "@liberals_ipa @KristekBrozovic He lost all credibility last year with his insistence that covid could not possibly be airborne" "AUS" "lost" -3 "negative" 1 "[-5;-3]"
"5091" "Herald Sun ignores a 15 year old girl dying from COVID and urges everyone to take huge risks with their lives and their family's lives." "AUS" "huge_ignores_risks" -1 "negative" 3 "(-3;-1]"
"5097" "The CDC emphasizes COVID vaccinations as a key to safe holiday gatherings - NPR https://t.co/wqnTnNomY0" "AUS" "safe" 1 "positive" 1 "[1;3)"
"5101" "@Asher_Wolf This was pretty much my life before COVID anyway :D" "AUS" "pretty" 1 "positive" 1 "[1;3)"
"5106" "INDIA GOVT. DECLARES MOST POPULATED STATE OFFICIALLY COVID FREE AFTER WIDESPREAD USE OF IVERMECTIN https://t.co/1uX1Mb9aiO via @BitChute" "AUS" "free" 1 "positive" 1 "[1;3)"
"5111" "Honest question, comment below if you are genuinely scared of COVID and why. https://t.co/LtfvtjYfo4" "AUS" "honest_scared" 0 "neutral" 2 "0"
"5112" "I think its safe to assume that kento momota and gideon/sukamuljo are back at their absolute best like bfore covid." "AUS" "best_like_safe" 2 "positive" 3 "[1;3)"
"5121" "@FootyRed1 Not if you think Covid is a hoax.." "AUS" "hoax" -2 "negative" 1 "(-3;-1]"
"5132" "@pantherman45 @ryanholm886 @ShiannonC It's looking good for sure
https://t.co/kjDfI3VyNS" "AUS" "good" 3 "positive" 1 "[3;5]"
"5134" "The CDC emphasizes COVID vaccinations as a key to safe holiday gatherings - NPR https://t.co/ppWVU57K9J" "AUS" "safe" 1 "positive" 1 "[1;3)"
"5138" "Covid sucks!!" "AUS" "sucks" -3 "negative" 1 "[-5;-3]"
"5150" "@DrAmirKhanGP When you return, I for one will expect a wildlife video diary made during your break. No pressure!" "AUS" "no_pressure" -1 "negative" 2 "(-3;-1]"
"5163" "The CDC emphasizes COVID vaccinations as a key to safe holiday gatherings - NPR https://t.co/nIyti45cYm" "AUS" "safe" 1 "positive" 1 "[1;3)"
"5175" "Top Chinese doctors hint at easing of Covid-19 measures in China https://t.co/R9xVgzIjBd https://t.co/MBxG7WT1s3" "AUS" "top" 2 "positive" 1 "[1;3)"
"5189" "Unvaccinated 11 times more likely to die from COVID-19 than fully vaccinated: CDC data https://t.co/NHHnvbYved https://t.co/IsBFvHbpQj" "AUS" "die" -3 "negative" 1 "[-5;-3]"
"5214" "@RowlandKao Sooo, what exactly is the benefit of the jab if you had 2 of them and tested positive for covid?" "AUS" "benefit_positive" 2 "positive" 2 "[1;3)"
"5249" "@JonnoL32552677 @NZStuff You are lucky to be in NZ ..  only people who have seen deaths due to COVID know the pain.." "AUS" "lucky_pain" 0 "neutral" 2 "0"
"5250" "Russia's daily COVID-19 deaths top 1000 for first time - Associated Press https://t.co/T1RAGhzznW" "AUS" "top" 2 "positive" 1 "[1;3)"
"5251" "Newport, NH, schools ease COVID-19 mask mandate, make it case count-dependent - Valley News https://t.co/xsZM1WN4rR" "AUS" "ease" 2 "positive" 1 "[1;3)"
"5252" "@Psyop2020 @MoMac630 Covid is bad, no ones arguing that, this is just anti vax propaganda" "AUS" "anti_bad_no_propaganda" -2 "negative" 4 "(-3;-1]"
"5259" "so many things i wanna try out is now ruined cause of covid" "AUS" "ruined" -2 "negative" 1 "(-3;-1]"
"5263" "@MediaAnalystOz @MSMWatchdog2013 @theage It was dead to me long before Covid hit" "AUS" "dead" -3 "negative" 1 "[-5;-3]"
"5288" "1 COVID-19 death reported Saturday, 136 test positive https://t.co/CDhhrERLBI" "AUS" "death_positive" 0 "neutral" 2 "0"
"5290" "@Straigh84788694 @wominator91 @andrewbogut To protect me from covid right" "AUS" "protect" 1 "positive" 1 "[1;3)"
"5296" "#NowPlaying Tiri 2 - Covid Support Kiwi Marine. Crank it up! https://t.co/mRlkjMqh9C" "AUS" "support" 2 "positive" 1 "[1;3)"
"5303" "@MacroCharts Trend is your friend - Covid recovery unstoppable relief rally" "AUS" "unstoppable" 2 "positive" 1 "[1;3)"
"5308" "@allyahills @MartySilkHack Yeah rampant covid would certainly focus the mind. Qld is 38 days from being 80% double vaxxed (Aged 16+) btw." "AUS" "yeah" 1 "negative" 1 "[1;3)"
"5310" "@balormage @pathofexile Good idea sir! Thankfully I am out of work due to COVID so I get to play the league start as much as I want :D" "AUS" "good_want" 2 "positive" 2 "[1;3)"
"5312" "@LuanaGoriss @PaulJef74389092 @matthewhayden Me too covid has turned half the population into irrational raving lunatics" "AUS" "irrational_lunatics" -2 "negative" 2 "(-3;-1]"
"5315" "Any interesting topic tak you guys think worth of doing research, preferably on covid-19 and vaccine related. Can drop suggestions below." "AUS" "drop_interesting_worth" 1 "positive" 3 "[1;3)"
"5326" "@RupertMyers Africa will miss out on Hancock's insights from his links to Immensa Health Clinics and their covid testing expertise" "AUS" "miss" -2 "negative" 1 "(-3;-1]"
"5334" "@jasonsnakeblake Didn't they say all covid related stories would be free." "AUS" "free" 1 "positive" 1 "[1;3)"
"5335" "Oops got covid positive, no stream for abit, stay safe everyone! https://t.co/Bhp8uuD7J4" "AUS" "no_positive_safe" 1 "positive" 3 "[1;3)"
"5340" "Kim Iversen: VIOLENT Protests Show The World Is OVER Covid Mandates https://t.co/Q2DEf3FK7U via @YouTube" "AUS" "protests_violent" -2 "negative" 2 "(-3;-1]"
"5347" "Generosity of Western Australia is amazing though we doing tough with Covid raising money for kids is simply beautiful as ever #Telethon7" "AUS" "amazing_beautiful" 4 "positive" 2 "[3;5]"
"5349" "@glen1m @andrewjgiles @VictorianCHO Covid in Melbourne.

Don't let your loved ones near it." "AUS" "loved" 3 "positive" 1 "[3;5]"
"5367" "Thousands of Britons May Have Had False Negative Covid Results 

https://t.co/IAuiyYt14U

#TMRWorld" "AUS" "negative" -2 "negative" 1 "(-3;-1]"
"5370" "Sometimes the I told you so to people who want to \"learn to live with covid\" is sadly you're dead. Not fun." "AUS" "dead_fun_sadly_want" 0 "negative" 4 "0"
"5371" "@demant_daniel In the latest NSW COVID surveillance report, there are 8520 COVID cases of people in their 10s this outbreak, and 1 death." "AUS" "death" -2 "negative" 1 "(-3;-1]"
"5381" "@StevePriceMedia Masks significantly reduce the risk of airborne transmission of Covid 19, especially the virulent Delta strain." "AUS" "risk_virulent" -2 "negative" 2 "(-3;-1]"
"5387" "@MFP2126 @QuentinDempster @JoshFrydenberg he's as popular as covid and everyone wants him back in isolation" "AUS" "popular" 3 "neutral" 1 "[3;5]"
"5391" "I HAVE WELDED THRU WORSE CHEMICALS THAN  COVID..

THAT PAINT IS BANNED NOW.." "AUS" "banned_worse" -2 "negative" 2 "(-3;-1]"
"5392" "Here's a nice little tidbit you won't hear about on @CNN or @MSNBC  https://t.co/imswZK7Vu7" "AUS" "nice" 3 "positive" 1 "[3;5]"
"5411" "Sabah's battle against #Covid19 not over yet; 639 new infections today, says @MasidiM

https://t.co/JBHhW5nLDG" "AUS" "battle" -1 "negative" 1 "(-3;-1]"
"5417" "@KirstyWebeck Not following covid safe protocol. Abandon ship" "AUS" "abandon_safe" 0 "positive" 2 "0"
"5431" "@ManustheCaptain @Partisangirl Honey, come chat when everything goes to shit after we get hardcore locked down or you get covid." "AUS" "shit" -4 "negative" 1 "[-5;-3]"
"5435" "@555333Phil @kiwispec @cjsbishop \"Joke\" 
 https://t.co/uCEsAeUVIc" "AUS" "joke" 2 "negative" 1 "[1;3)"
"5436" "@Feijoa_Chutney @kiwispec @cjsbishop It was John Key's idea, sorry to burst your bubble  
 https://t.co/uCEsAeUVIc" "AUS" "sorry" -1 "negative" 1 "(-3;-1]"
"5453" "@VicAusPMQ I'm sorry if this is taken the wrong way. But the world has always (and still does) have much bigger problems than Covid" "AUS" "problems_sorry_wrong" -2 "negative" 3 "(-3;-1]"
"5471" "More Victorians died of COVID-19 in August than any other point in the pandemic - Victoria Advocate https://t.co/VBXkHkjSN4" "AUS" "died" -3 "neutral" 1 "[-5;-3]"
"5473" "Clearly, as pressing as Covid 19 is, we have bigger issues." "AUS" "clearly" 1 "neutral" 1 "[1;3)"
"5482" "Good to see gangs uniting against Covid-19 and promoting vaccination. https://t.co/wZAKfBb5f4" "AUS" "good_promoting" 2 "positive" 2 "[1;3)"
"5487" "@TimSmithMP @theheraldsun So true, they have clearly won the award for the worst performing covid government.   Every stat!" "AUS" "award_clearly_true_won_worst" 1 "positive" 5 "[1;3)"
"5491" "@mchambers2706 You say sorry for being obese please. Obsesity is the number one comoridbity that people die from covid and any disease with." "AUS" "die_please_sorry" -1 "negative" 3 "(-3;-1]"
"5496" "@SaintFrankly @JoshFrydenberg Victoria = worst managed state in Aus during Covid." "AUS" "worst" -3 "negative" 1 "[-5;-3]"
"5511" "@DmitryOpines I was in Switzerland week before last and felt very reassured by mask wearing and covid checking app. Crazy back here." "AUS" "crazy_reassured" 0 "negative" 2 "0"
"5513" "\"After worldwide publicity of our police brutality, lecturing China on human rights evokes mocking ridicule.\" https://t.co/SRcYt1Bac7" "AUS" "mocking" -2 "negative" 1 "(-3;-1]"
"5527" "@trooroo1 Stop watching the fucking news , it's all covid B/S , do what you want Carmen ,, fuck em" "AUS" "fuck_fucking_stop_want" -2 "negative" 4 "(-3;-1]"
"5530" "@heidimur I do feel for them, carrying out the rules of the worst Covid Performing Government in Australia." "AUS" "worst" -3 "negative" 1 "[-5;-3]"
"5558" "@vanbadham I reckon I can. Died of covid?" "AUS" "died" -3 "negative" 1 "[-5;-3]"
"5572" "@bobbyelmo2007 @38tori It's good they are standing up but at this point protesting en masse will just spread COVID." "AUS" "good_protesting" 0 "neutral" 2 "0"
"5576" "@abcnews Get vaccinated you idiots. If the get Covid they will be shouting the loudest for medical care." "AUS" "care" 2 "negative" 1 "[1;3)"
"5586" "@ZubyMusic Most advice should be taken the other way from mainstream,just like property market was going to crash with covid" "AUS" "crash_like" 0 "neutral" 2 "0"
"5623" "@coughlthom Lol they were sparkly soft balls of the $2 shop variety. I proudly wore my Unite against COVID 19 jacket today. On theme." "AUS" "lol_proudly" 2 "positive" 2 "[1;3)"
"5627" "Thousands of Italians protest against Covid green pass | Pandemic | Worl... https://t.co/FFF62B9Trv via @YouTube 

Published : 3 Hours Ago !" "AUS" "protest" -2 "negative" 1 "(-3;-1]"
"5630" "80% DOUBLE VAXED TARGET REACHED well done #NSW and @NSWHealth so proud #COVID https://t.co/HvBxJGBoni" "AUS" "proud_reached" 2 "positive" 2 "[1;3)"
"5636" "brah i took a - 4 for son who has covid what the fuck man" "AUS" "fuck" -4 "negative" 1 "[-5;-3]"
"5642" "129,995.

2.5% of Aotearoa got a dose of the COVID-19 vaccine today. Now that makes us proud." "AUS" "proud" 2 "positive" 1 "[1;3)"
"5644" "@JohnnyEAwesome .Are you worried about COVID-19?" "AUS" "worried" -3 "negative" 1 "[-5;-3]"
"5652" "The federal government has failed to lead on net zero and international borders while Nationals and states muscle in https://t.co/WdWUAuMWgZ" "AUS" "failed" -2 "neutral" 1 "(-3;-1]"
"5656" "There is plenty of evidence of the long term health effects for people infected with covid how ever. https://t.co/sXgN8ef3zd" "AUS" "infected" -2 "negative" 1 "(-3;-1]"
"5663" "Reminder: Australia is not the only place in the world with Covid. Here is the good news from around the world. https://t.co/97IlfPvU86" "AUS" "good" 3 "positive" 1 "[3;5]"
"5674" "@mattmua72 @Vic_Rollison Not every case of covid means severe illness or death." "AUS" "death_illness_severe" -2 "negative" 3 "(-3;-1]"
"5679" "@justmerri I think I need blood tests but you know. Covid. Hope WFH fully again is a bit better even if it's just the reduced commute" "AUS" "better_hope" 2 "positive" 2 "[1;3)"
"5680" "Far-UVC 222nm is the first proven human safe ultraviolet eliminating Covid-19 airborne https://t.co/2bIvuZKZcu https://t.co/IGtbL5bu5h" "AUS" "safe" 1 "positive" 1 "[1;3)"
"5698" "Covid-19 was used and abused by Governments to pursue another agenda with Dr Piers Robinson https://t.co/KPo3fch11c" "AUS" "abused" -3 "negative" 1 "[-5;-3]"
"5702" "New South Wales 
- 319 locally acquired cases 
- 2 people with COVID-19 have died
- 66,311 test results received" "AUS" "died" -3 "negative" 1 "[-5;-3]"
"5705" "COVID-19 : I'm sorry for everything. Please forgive me. 

Me : https://t.co/8d1ay1X7nb" "AUS" "forgive_please_sorry" 0 "negative" 3 "0"
"5724" "News avoidance during the COVID-19 pandemic is associated with better mental well-being via @psypost https://t.co/FZ8iQql8iK" "AUS" "better" 2 "positive" 1 "[1;3)"
"5729" "The Serious Fraud Office is looking into a number of allegations of abuse of the Covid-19 wage subsidy.
https://t.co/Kos2SUPmrn" "AUS" "abuse_fraud" -4 "negative" 2 "[-5;-3]"
"5731" "Don't like to click on the sun ...but  https://t.co/0MFXMycqXw" "AUS" "like" 2 "positive" 1 "[1;3)"
"5740" "@orrful @abcnews Im all for that as long as the unvaccinated wave all right to any medical care they might require if they catch Covid." "AUS" "care" 2 "positive" 1 "[1;3)"
"5749" "@MundayJessica On a more serious note, this website has some useful tips and advice: https://t.co/GP6OKJ2Nng" "AUS" "useful" 2 "positive" 1 "[1;3)"
"5751" "@BenDinnery @Jason_R_McKenna Any news From Heung Min Son? 

positive Covid 19 or no?" "AUS" "no_positive" 0 "positive" 2 "0"
"5760" "@KKMPutrajaya All i can say is say thank u to covid + vaksin" "AUS" "thank" 2 "positive" 1 "[1;3)"
"5769" "@bevisualz_ Oh no dude I hope you get better! Glad it's not covid, but get better soon!" "AUS" "better_glad_hope_no" 2 "positive" 4 "[1;3)"
"5793" "Fucking hell covid really fucked me up" "AUS" "fucked_fucking_hell" -4 "negative" 3 "[-5;-3]"
"5799" "Can Covid vaccine technology help make a better flu jab? | Malay Mail https://t.co/8ZemQxyKy9" "AUS" "better_flu_help" 1 "positive" 3 "[1;3)"
"5801" "@VicGovDH So what! Living with COVID means there will be COVID fragments in waste water." "AUS" "waste" -1 "negative" 1 "(-3;-1]"
"5829" "Crikey. Stay safe, friends. #UK #Covid https://t.co/hM1YmyakPo" "AUS" "safe" 1 "positive" 1 "[1;3)"
"5845" "@nick_coatsworth Just reported the tweet as misleading on health matters regarding Covid." "AUS" "matters_misleading" -1 "negative" 2 "(-3;-1]"
"5849" "@BenPugsley Pretty well since Covid" "AUS" "pretty" 1 "positive" 1 "[1;3)"
"5870" "@NicolaWelten @tmurphyNZ Here you go. Last updated before Super Saturday so add 120,000 odd to the total https://t.co/VD2BR6X8Vi" "AUS" "odd_super" 0 "neutral" 2 "0"
"5891" "@VoicesofKooyong @JoshFrydenberg Where are the interviews with the families of those who have died or have long covid?" "AUS" "died" -3 "negative" 1 "[-5;-3]"
"5893" "MOH calls out Truth Warriors website for 'potentially misleading' posts on Ivermectin &amp; Covid-19 vaccines https://t.co/2rgQw8Nr2G" "AUS" "misleading" -3 "negative" 1 "[-5;-3]"
"5904" "RIP
NSW to spend big on social housing as state records 319 COVID-19 cases and two deaths https://t.co/2nfQZ5nleQ via @ABCaustralia" "AUS" "big" 1 "negative" 1 "[1;3)"
"5906" "Do you think people would have taken covid more seriously if Tom Hanks had died of it? #COVID19" "AUS" "died" -3 "negative" 1 "[-5;-3]"
"5915" "@vanOnselenP Police doing their job. Good to see, let's hope we can get past covid this year." "AUS" "good_hope" 2 "positive" 2 "[1;3)"
"5918" "@JaneMorganNZ1 The overweight are vulnerable to covid and she ticks that box" "AUS" "overweight_vulnerable" -2 "negative" 2 "(-3;-1]"
"5930" "@MLaffan @jpgoddard @Newgumshoe @DAaronovitch Different criteria for what counts as a Covid death" "AUS" "death" -2 "negative" 1 "(-3;-1]"
"5945" "\"... 150,000 red hearts, each one representing a life lost to Covid-19\" https://t.co/xesYgHBdGC" "AUS" "lost" -3 "negative" 1 "[-5;-3]"
"5967" "What a beautiful day and an amazing venue! It was great to be out doing an IRL gig (covid safe of course). https://t.co/1c1ZGTY5w9" "AUS" "amazing_beautiful_great_safe" 3 "positive" 4 "[3;5]"
"5975" "@jackyjacky70 @THE_Russell Lesson to take on board. Covid has exposed many flaws including the low calibre of our political leadership." "AUS" "exposed" -1 "negative" 1 "(-3;-1]"
"5992" "Lingering effects of Covid-19 heart damage  https://t.co/ntOjR3RvMd https://t.co/EIeYvznkJ7" "AUS" "damage" -3 "negative" 1 "[-5;-3]"
"6020" "@nigeltheleftist He lost it the moment he fell down the covid/vaccine conspiracy rabbit hole." "AUS" "conspiracy_lost" -3 "negative" 2 "[-5;-3]"
"6023" "How to Support Hospitals During The COVID-19 Pandemic: Lessons from Maryland - Health Affairs https://t.co/83nct2o5VV" "AUS" "support" 2 "positive" 1 "[1;3)"
"6036" "COVID-19: Saint Lucia Announces Pfizer Booster For The More Vulnerable https://t.co/UIp6hfiocK" "AUS" "vulnerable" -2 "neutral" 1 "(-3;-1]"
"6038" "Someone tested positive for covid at my job and her desk right next to mine hell no" "AUS" "hell_no_positive" -1 "positive" 3 "(-3;-1]"
"6046" "The government and people's response to Covid is making me resentful and angry.  I don't like being resentful and angry." "AUS" "angry_like_resentful" -2 "negative" 3 "(-3;-1]"
"6061" "@Digital_kaz @MAVERIC22440705 Valneva COVID-19 vaccine this one looks the. Best ! Fingers crossed it get approved for Australia" "AUS" "approved_best" 2 "positive" 2 "[1;3)"
"6068" "@kleolang Moments like this, maaalarm ka na kasi could be Covid or what e noh. Okay. Hope you're feeling better! hehe" "AUS" "better_feeling_hope_like" 2 "positive" 4 "[1;3)"
"6079" "@MarinaSilver6 The good news is she want be calling you next week saying she's hospitalized with Covid." "AUS" "good_want" 2 "positive" 2 "[1;3)"
"6084" "If you have a problem with this, I think you need to read beyond the headline https://t.co/I8nNGj4bPr" "AUS" "problem" -2 "negative" 1 "(-3;-1]"
"6085" "askST: Can ivermectin protect me from Covid-19? https://t.co/WG2AEKB965" "AUS" "protect" 1 "positive" 1 "[1;3)"
"6097" "Covid-19 recoveries outpace new infections for 39th straight day https://t.co/QiEBjCvo4d" "AUS" "straight" 1 "negative" 1 "[1;3)"
"6098" "And we get anxious about how our kids will survive missing some school due to COVID.... https://t.co/JhE5MC6YHW" "AUS" "anxious_missing" -2 "negative" 2 "(-3;-1]"
"6100" "Sure, give a power mad bloke more power.  https://t.co/KNE9MDAQOn" "AUS" "mad" -3 "negative" 1 "[-5;-3]"
"6101" "It is just the other way round its the unvaccinated that can make this Covid-19 Holocaust worse. https://t.co/01IM89pJSc" "AUS" "worse" -3 "negative" 1 "[-5;-3]"
"6104" "Did they ask the Shadow Health Minister Qld about their support for Covid-19 vaccinations? https://t.co/nq0UwMZLdC" "AUS" "support" 2 "positive" 1 "[1;3)"
"6105" "@tata_tainment Heard about covid and was like let me run it back..." "AUS" "like" 2 "positive" 1 "[1;3)"
"6114" "Less than 12 hours and my covid test came back negative... Still have to work out how to get my chest infection checked via telehealth" "AUS" "negative" -2 "negative" 1 "(-3;-1]"
"6144" "@24hrmin Had something on Facebook this morning. Apparently watch a movie called fight club is a violation of covid protocols." "AUS" "fight" -1 "negative" 1 "(-3;-1]"
"6152" "Covid-19: One-off loss-of-income aid payment of RM500 each to start tomorrow, says PM https://t.co/f14NBM0WNO" "AUS" "loss" -3 "negative" 1 "[-5;-3]"
"6155" "But if Kissinger catches COVID and dies in SG it's all worth it https://t.co/PHAQnhL8Ss" "AUS" "worth" 2 "neutral" 1 "[1;3)"
"6159" "Even with mild COVID, obesity may mean worse symptoms https://t.co/odup0MRijZ https://t.co/7xKigeKqyv" "AUS" "worse" -3 "negative" 1 "[-5;-3]"
"6191" "Maryborough residents urged to stay calm as COVID-19 cases rise https://t.co/6eU53BKYPB" "AUS" "calm" 2 "positive" 1 "[1;3)"
"6193" "@ChrisWilson101 @dom_sunshine @Nigel_Farage Sir, you are just ignorant of the facts. Here, see Figure 10: https://t.co/syzb18py42" "AUS" "ignorant" -2 "negative" 1 "(-3;-1]"
"6200" "13 COVID-19 deaths reported Monday, 673 test positive https://t.co/Yy2XBNNdC6" "AUS" "positive" 2 "positive" 1 "[1;3)"
"6203" "@BethanyCherisse No, they just die of covid now." "AUS" "die_no" -2 "negative" 2 "(-3;-1]"
"6204" "So it looks like tomorrow is when we plebs get to find out what they are proposing 
https://t.co/GuIRyBKl1l https://t.co/0xWJaaNovM" "AUS" "like" 2 "positive" 1 "[1;3)"
"6214" "Florida's top health official refused to wear a mask during meeting: COVID-19 updates - USA TODAY https://t.co/6mKXlJgyOi" "AUS" "refused_top" 0 "neutral" 2 "0"
"6223" "Hong Kong's zero-COVID policy undermining financial hub status - industry group - Reuters https://t.co/tSGPo9MrT5" "AUS" "undermining" -2 "negative" 1 "(-3;-1]"
"6236" "@drgregkelly Low covid for the win." "AUS" "win" 4 "positive" 1 "[3;5]"
"6238" "Hopewell students can now get a free COVID-19 test at school - 8News https://t.co/k6c28ms8t0" "AUS" "free" 1 "positive" 1 "[1;3)"
"6246" "The Most Luxurious Hotels and Resorts That Have Opened Since COVID - Worth https://t.co/6zq3sWO9CJ  #hospitality #hotels" "AUS" "worth" 2 "positive" 1 "[1;3)"
"6248" "@Missamoo it's okay to be a bit \"lazy\" in the time of Covid" "AUS" "lazy" -1 "negative" 1 "(-3;-1]"
"6249" "@parrhizzia @TomCottonAR Has there been an event like COVID over the last 40 years and the corresponding shutdowns, reopening sand stimulus?" "AUS" "like" 2 "positive" 1 "[1;3)"
"6250" "@joegarra61 no , it's covid wary 
as was never needed before" "AUS" "no" -1 "negative" 1 "(-3;-1]"
"6252" "Russia's COVID-19 cases hit record as some regions impose curbs https://t.co/RTqksMOwBj" "AUS" "impose" -1 "negative" 1 "(-3;-1]"
"6257" "Former COVID-19 recovery boss Neville Power charged over alleged WA border breaches https://t.co/1ellNiwb2p #COVID19Aus" "AUS" "charged" -3 "positive" 1 "[-5;-3]"
"6265" "@Headlong42 Its bright blue!" "AUS" "bright" 1 "positive" 1 "[1;3)"
"6270" "Emergency stopped Covid-19, deputy health minister says https://t.co/ixFuh8YEVD" "AUS" "emergency_stopped" -2 "negative" 2 "(-3;-1]"
"6272" "@luke15672 @vicrollison @Glaven1994 @socialsushii @Haydenfreedom @hutcho66 @gpward72 @AndrewHayen Covid safe" "AUS" "safe" 1 "positive" 1 "[1;3)"
"6277" "@PapiTrumpo Aussies ARE FREE. Also our covid No.s are low, thanks to the restrictions we had." "AUS" "free_thanks" 2 "positive" 2 "[1;3)"
"6278" "I'm finally back to my room after 10 days... WE ARE OVER COVID , time to stream and GAMEE.

Gonna put Covid-19 survivor on my resume" "AUS" "survivor" 2 "positive" 1 "[1;3)"
"6282" "@MothershipSG Yeah! Maybe better than covid news everyday." "AUS" "better_yeah" 2 "positive" 2 "[1;3)"
"6291" "@MrCamW Covid is clearly a dune stan, wants to give Melbourne a treat" "AUS" "clearly" 1 "positive" 1 "[1;3)"
"6297" "Hopefully we get a world tour, if the COVID cases in certain countries are stable and okay for them to travel there. https://t.co/lSwdoOxmXI" "AUS" "certain_hopefully_stable" 2 "positive" 3 "[1;3)"
"6301" "@rohancct That is because they are more at risk from viral vector/ mRNA vaxxes than they do from COVID. Far more." "AUS" "risk" -2 "negative" 1 "(-3;-1]"
"6307" "\"WHO: 115,000 health workers died of Covid since pandemic began\"  https://t.co/Inw8uLvA5d" "AUS" "died" -3 "negative" 1 "[-5;-3]"
"6311" "Checked my model again. Covid will be gone from the face of the world by mid 2022.

Have a good night. https://t.co/pEQj8Cc0a8" "AUS" "good" 3 "positive" 1 "[3;5]"
"6313" "@ColinG_1 @MartinDaubney Kicked it so hard that we are seeing the highest rate of covid after nearly 7 weeks of strict lockdown." "AUS" "hard" -1 "negative" 1 "(-3;-1]"
"6318" "@Headlong42 I am currently wearing my mum's old cardi. It's warm and comfortably shapeless." "AUS" "warm" 1 "positive" 1 "[1;3)"
"6319" "@kiwicthulu @MorganGodfery It was out there, but not dumb.

I liked his original comment about fighting Covid, not our humanity." "AUS" "dumb_liked" 0 "neutral" 2 "0"
"6337" "What it's really like on a ventilator with COVID-19. https://t.co/dkXZAWhuCn" "AUS" "like" 2 "positive" 1 "[1;3)"
"6340" "@SuzieWo20886208 I never missed an episode. Required viewing in the 70s." "AUS" "missed" -2 "negative" 1 "(-3;-1]"
"6347" "@hatttiegladwell Stretching hand over from South London. I hope it goes well." "AUS" "hope" 2 "positive" 1 "[1;3)"
"6348" "@Styla73 I've had a few friends and family members who have had covid and what they've said definitely makes me scared!!!!" "AUS" "scared" -2 "negative" 1 "(-3;-1]"
"6354" "@SuzieWo20886208 I'd never heard of him before but saw him on HIGNFY last week. I thought he was sharp-witted &amp; funny." "AUS" "funny" 4 "neutral" 1 "[3;5]"
"6366" "@proud_refusenik @Biedaboo @doctor_oxford Yeah, so he was vaccinated 12 weeks before this. Any evidence he hasn't had covid as well? No." "AUS" "no_yeah" 0 "positive" 2 "0"
"6371" "The covid task force need a comms team man... If they had properly done a good briefing, there would have been less need to firefight after." "AUS" "good" 3 "positive" 1 "[3;5]"
"6389" "@AanelVictoria Fauci is big liar !

https://t.co/9JIuSrK05Z" "AUS" "big_liar" -1 "negative" 2 "(-3;-1]"
"6390" "@mrjamesmayhew @rebecca_fachner Hope you are keeping well too. We miss you too.Come back as soon as Covid is under control." "AUS" "hope_miss" 0 "neutral" 2 "0"
"6396" "@HippopiJ @MarkMcGowanMP Keeping the border closed is the only confidence he's ever given WA in the face of Covid" "AUS" "confidence" 2 "positive" 1 "[1;3)"
"6397" "@HippopiJ @MarkMcGowanMP A man who's had the time, shitloads of money &amp; no Covid to deal with, should be leading the charge on reopening" "AUS" "no" -1 "positive" 1 "(-3;-1]"
"6398" "One rule for some? Trouble over a high-flying businessman's COVID quarantine. @geofparry7 #7NEWS https://t.co/pNSpopzv0n" "AUS" "trouble" -2 "negative" 1 "(-3;-1]"
"6413" "COVID-19 killed 4 times as many Georgia cops as violence, accidents - The Atlanta Journal Constitution https://t.co/VxCvyHoDo1" "AUS" "accidents_killed_violence" -3 "negative" 3 "[-5;-3]"
"6415" "Kinda worried about bringing Covid home and infecting my too-young-to-be-vaxxed kids, kinda excited about wearing shoes for a whole day." "AUS" "excited_worried" 0 "neutral" 2 "0"
"6454" "What to know about the flu shot and COVID-19 vaccines - Good Morning America https://t.co/bQoXoSUvGR" "AUS" "flu_good" 0 "positive" 2 "0"
"6457" "askST: Can ivermectin protect me from Covid-19?
https://t.co/1O9FJaJAey" "AUS" "protect" 1 "positive" 1 "[1;3)"
"6461" "DOH adds 4,405 new Covid-19 infected
#covid19ph #resbakuna #wehealasone
